date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-12-14 00:00:00,21.6,18.8,26.2,0,,,6.2,,1013.9,
2022-12-15 00:00:00,21,16.1,25.8,0.2,,,8.4,,1013.8,
2022-12-16 00:00:00,22.8,18.9,27,0,,,6.3,,1012.4,
2022-12-17 00:00:00,22.5,18.6,28,1.9,,,6.9,,1011.9,
2022-12-18 00:00:00,21.6,14.9,26.6,0,,,5.1,,1013.4,
2022-12-19 00:00:00,21.8,17.4,25.7,0.2,,,6.2,,1014.6,
2022-12-20 00:00:00,20.7,15.3,26.5,0.3,,,6.9,,1014.4,
2022-12-21 00:00:00,22.5,18.5,27.1,0,,,6.3,,1014.3,
2022-12-22 00:00:00,22.4,18.6,27.3,0.5,,,6,,1013.7,
2022-12-23 00:00:00,23.1,18.8,28,1.3,,,6.2,,1013.7,
2022-12-24 00:00:00,22.5,18.3,28.4,0,,,7.7,,1013.7,
2022-12-25 00:00:00,21.6,15,27.3,0.6,,,7,,1013.3,
2022-12-26 00:00:00,21.6,17.5,27.3,0.2,,,6.5,,1014.1,
2022-12-27 00:00:00,20.7,15.5,26.4,1.6,,,7.3,,1015.5,
2022-12-28 00:00:00,21.6,16.5,27.1,0,,,6.1,,1016,
2022-12-29 00:00:00,20.9,16.9,25.7,5.4,3,,5.2,,1016,
2022-12-30 00:00:00,21.9,17.7,26,1.9,,,6.3,,1014.7,
2022-12-31 00:00:00,21.7,18.1,26.4,11.6,,,5.6,,1015.5,
