,Susceptibles,Expuestos,Infectados,Recuperados,Mosquitos_S,Mosquitos_I,Mosquitos_Total,Huevos,Temperatura,Precipitacion,Sitios_Temporales,LSM_Activo,ITN_IRS_Activo,seed,estrategia,usar_lsm,usar_itn_irs,run_id
0,9998,0,2,0,2000,3000,5000,2000,25.0,0.0,0,False,False,456,lsm,True,False,10
1,9997,1,2,0,1852,2751,4603,16040,21.5,2.3,0,False,False,456,lsm,True,False,10
2,9997,1,2,0,1712,2543,4255,24666,22.3,0.0,0,False,False,456,lsm,True,False,10
3,9997,1,2,0,1599,2358,3957,28448,22.3,0.0,0,False,False,456,lsm,True,False,10
4,9996,2,2,0,1475,2187,3662,29178,21.8,0.0,0,False,False,456,lsm,True,False,10
5,9996,1,3,0,1371,2029,3400,30058,21.6,0.0,0,False,False,456,lsm,True,False,10
6,9996,1,3,0,1263,1861,3124,28720,19.5,0.2,0,False,False,456,lsm,True,False,10
7,9996,1,3,0,1162,1721,2883,12610,20.1,1.7,0,True,False,456,lsm,True,False,10
8,9995,1,2,2,1071,1588,2659,15481,21.8,0.3,0,True,False,456,lsm,True,False,10
9,9994,2,2,2,978,1455,2433,17736,21.7,0.0,0,True,False,456,lsm,True,False,10
10,9994,2,2,2,890,1348,2238,18401,21.0,0.0,0,True,False,456,lsm,True,False,10
11,9994,2,2,2,833,1260,2093,18939,19.8,7.2,3,True,False,456,lsm,True,False,10
12,9993,2,3,2,773,1148,1921,20046,21.2,8.0,7,True,False,456,lsm,True,False,10
13,9993,1,3,3,714,1062,1776,21615,20.1,5.1,9,True,False,456,lsm,True,False,10
14,9993,1,3,3,656,974,1630,9290,20.6,3.5,9,True,False,456,lsm,True,False,10
15,9993,1,3,3,602,902,1504,12644,21.0,1.7,9,True,False,456,lsm,True,False,10
16,9993,0,3,4,560,843,1403,15789,20.8,3.8,9,True,False,456,lsm,True,False,10
17,9993,0,3,4,527,786,1313,17064,21.9,0.5,9,True,False,456,lsm,True,False,10
18,9993,0,3,4,501,736,1237,17416,21.3,0.3,9,True,False,456,lsm,True,False,10
19,9993,0,3,4,478,689,1167,17602,21.9,0.1,6,True,False,456,lsm,True,False,10
20,9993,0,2,5,464,643,1107,14664,24.0,0.0,2,True,False,456,lsm,True,False,10
21,9993,0,1,6,475,591,1066,5544,23.1,0.3,0,True,False,456,lsm,True,False,10
22,9993,0,1,6,481,556,1037,7542,21.4,1.6,0,True,False,456,lsm,True,False,10
23,9993,0,1,6,456,515,971,8161,22.8,0.0,0,True,False,456,lsm,True,False,10
24,9993,0,0,7,431,484,915,8008,21.2,3.8,0,True,False,456,lsm,True,False,10
25,9993,0,0,7,410,462,872,7932,22.3,0.0,0,True,False,456,lsm,True,False,10
26,9993,0,0,7,381,523,904,9541,22.4,52.3,26,True,False,456,lsm,True,False,10
27,9993,0,0,7,365,495,860,10715,22.4,0.0,26,True,False,456,lsm,True,False,10
28,9993,0,0,7,351,468,819,5183,21.3,24.9,38,True,False,456,lsm,True,False,10
29,9993,0,0,7,328,434,762,7217,21.2,0.0,38,True,False,456,lsm,True,False,10
30,9993,0,0,7,301,399,700,8338,19.9,8.1,42,True,False,456,lsm,True,False,10
31,9993,0,0,7,284,368,652,9091,21.1,0.0,42,True,False,456,lsm,True,False,10
32,9993,0,0,7,273,346,619,9689,21.1,0.4,42,True,False,456,lsm,True,False,10
33,9993,0,0,7,268,322,590,10380,23.0,0.0,42,True,False,456,lsm,True,False,10
34,9993,0,0,7,258,303,561,10334,22.4,0.0,16,True,False,456,lsm,True,False,10
35,9993,0,0,7,253,286,539,3971,21.6,9.9,20,True,False,456,lsm,True,False,10
36,9993,0,0,7,262,276,538,4508,21.2,0.8,8,True,False,456,lsm,True,False,10
37,9993,0,0,7,262,346,608,5612,20.1,50.0,33,True,False,456,lsm,True,False,10
38,9993,0,0,7,289,321,610,6425,19.9,7.5,32,True,False,456,lsm,True,False,10
39,9993,0,0,7,254,297,551,7374,19.6,21.2,42,True,False,456,lsm,True,False,10
40,9993,0,0,7,282,280,562,8201,21.3,0.0,42,True,False,456,lsm,True,False,10
41,9993,0,0,7,280,269,549,8929,21.0,2.4,42,True,False,456,lsm,True,False,10
42,9993,0,0,7,288,256,544,4088,22.8,0.0,42,True,False,456,lsm,True,False,10
43,9993,0,0,7,317,244,561,5356,22.9,0.0,38,True,False,456,lsm,True,False,10
44,9993,0,0,7,310,238,548,6151,20.7,5.5,40,True,False,456,lsm,True,False,10
45,9992,1,0,7,314,219,533,7091,21.7,2.0,15,True,False,456,lsm,True,False,10
46,9992,1,0,7,335,216,551,7528,21.2,1.0,12,True,False,456,lsm,True,False,10
47,9992,1,0,7,325,210,535,7602,23.2,0.0,2,True,False,456,lsm,True,False,10
48,9992,1,0,7,336,192,528,7499,22.7,7.2,5,True,False,456,lsm,True,False,10
49,9992,0,1,7,343,177,520,3233,21.7,2.0,5,True,False,456,lsm,True,False,10
50,9992,0,1,7,339,168,507,4187,20.6,10.9,10,True,False,456,lsm,True,False,10
51,9992,0,1,7,321,166,487,5041,20.8,1.2,10,True,False,456,lsm,True,False,10
52,9992,0,1,7,325,161,486,5440,22.5,0.0,8,True,False,456,lsm,True,False,10
53,9992,0,1,7,327,159,486,6103,22.8,5.8,10,True,False,456,lsm,True,False,10
54,9992,0,1,7,316,156,472,6572,21.4,16.4,18,True,False,456,lsm,True,False,10
55,9992,0,1,7,304,149,453,6987,21.5,7.8,21,True,False,456,lsm,True,False,10
56,9992,0,1,7,290,139,429,3302,22.8,0.0,18,True,False,456,lsm,True,False,10
57,9992,0,0,8,296,214,510,4559,20.5,49.0,42,True,False,456,lsm,True,False,10
58,9992,0,0,8,289,205,494,5303,20.5,8.9,40,True,False,456,lsm,True,False,10
59,9992,0,0,8,291,203,494,5636,21.3,8.3,44,True,False,456,lsm,True,False,10
60,9992,0,0,8,295,196,491,5541,20.0,18.6,53,True,False,456,lsm,True,False,10
61,9993,0,0,7,293,183,476,6380,20.5,8.3,55,True,False,456,lsm,True,False,10
62,9993,0,0,7,288,168,456,7132,20.6,5.0,49,True,False,456,lsm,True,False,10
63,9993,0,0,7,290,161,451,3358,21.6,0.8,46,True,False,456,lsm,True,False,10
64,9993,0,0,7,287,144,431,4232,20.7,5.1,48,True,False,456,lsm,True,False,10
65,9993,0,0,7,264,133,397,4928,20.2,14.0,32,True,False,456,lsm,True,False,10
66,9993,0,0,7,271,130,401,5549,20.4,3.3,28,True,False,456,lsm,True,False,10
67,9993,0,0,7,267,119,386,5867,21.8,0.0,24,True,False,456,lsm,True,False,10
68,9993,0,0,7,269,117,386,6275,21.1,0.0,15,True,False,456,lsm,True,False,10
69,9993,0,0,7,282,112,394,6772,22.1,4.1,11,True,False,456,lsm,True,False,10
70,9993,0,0,7,277,107,384,3259,21.1,11.0,14,True,False,456,lsm,True,False,10
71,9993,0,0,7,280,99,379,3952,21.4,0.8,14,True,False,456,lsm,True,False,10
72,9993,0,0,7,273,102,375,4259,21.7,0.3,12,True,False,456,lsm,True,False,10
73,9993,0,0,7,277,101,378,4868,20.9,17.0,13,True,False,456,lsm,True,False,10
74,9993,0,0,7,264,92,356,4998,22.7,0.0,13,True,False,456,lsm,True,False,10
75,9993,0,0,7,252,91,343,5339,21.0,1.5,13,True,False,456,lsm,True,False,10
76,9993,0,0,7,300,95,395,5747,22.6,0.0,13,True,False,456,lsm,True,False,10
77,9993,0,0,7,305,93,398,2460,21.8,4.3,13,True,False,456,lsm,True,False,10
78,9993,0,0,7,298,177,475,3878,22.6,50.0,33,True,False,456,lsm,True,False,10
79,9993,0,0,7,307,170,477,4753,21.4,3.9,33,True,False,456,lsm,True,False,10
80,9993,0,0,7,289,159,448,5773,21.7,2.4,33,True,False,456,lsm,True,False,10
81,9993,0,0,7,285,147,432,6222,23.9,0.0,25,True,False,456,lsm,True,False,10
82,9993,0,0,7,276,135,411,6779,21.7,4.5,25,True,False,456,lsm,True,False,10
83,9993,0,0,7,289,128,417,7065,22.8,1.0,25,True,False,456,lsm,True,False,10
84,9993,0,0,7,287,114,401,3290,22.3,7.1,28,True,False,456,lsm,True,False,10
85,9993,0,0,7,285,106,391,3869,21.6,0.0,28,True,False,456,lsm,True,False,10
86,9993,0,0,7,281,105,386,4475,20.8,13.9,9,True,False,456,lsm,True,False,10
87,9993,0,0,7,277,105,382,5029,21.2,15.5,16,True,False,456,lsm,True,False,10
88,9993,0,0,7,267,101,368,5494,22.0,0.8,16,True,False,456,lsm,True,False,10
89,9993,0,0,7,264,94,358,5970,21.8,0.0,16,True,False,456,lsm,True,False,10
90,9994,0,0,6,259,84,343,6126,22.1,3.0,16,True,False,456,lsm,True,False,10
91,9994,0,0,6,261,81,342,2550,21.9,19.7,25,True,False,456,lsm,True,False,10
92,9994,0,0,6,268,90,358,3179,21.7,11.8,27,True,False,456,lsm,True,False,10
93,9994,0,0,6,277,182,459,4532,21.3,61.0,57,True,False,456,lsm,True,False,10
94,9994,0,0,6,284,173,457,5122,21.4,4.0,51,True,False,456,lsm,True,False,10
95,9994,1,0,5,278,162,440,5465,22.7,0.0,44,True,False,456,lsm,True,False,10
96,9994,1,0,5,280,157,437,5905,21.2,19.1,53,True,False,456,lsm,True,False,10
97,9994,1,0,5,285,145,430,5790,22.2,8.9,57,True,False,456,lsm,True,False,10
98,9994,1,0,5,270,148,418,2844,21.6,23.7,68,True,False,456,lsm,True,False,10
99,9994,0,1,5,269,143,412,3346,23.0,0.0,59,True,False,456,lsm,True,False,10
100,9994,0,1,5,271,133,404,4094,23.2,0.0,54,True,False,456,lsm,True,False,10
101,9994,0,1,5,261,125,386,4955,21.8,4.7,24,True,False,456,lsm,True,False,10
102,9994,0,1,5,272,120,392,5465,21.7,1.7,24,True,False,456,lsm,True,False,10
