,Susceptibles,Expuestos,Infectados,Recuperados,Mosquitos_S,Mosquitos_I,Mosquitos_Total,Huevos,Temperatura,Precipitacion,Sitios_Temporales,LSM_Activo,ITN_IRS_Activo,seed,estrategia,usar_lsm,usar_itn_irs,run_id
0,9998,0,2,0,2000,3000,5000,2000,25.0,0.0,0,False,False,42,lsm,True,False,2
1,9998,0,2,0,1856,2786,4642,16636,21.5,2.3,0,False,False,42,lsm,True,False,2
2,9997,1,2,0,1709,2563,4272,24410,22.3,0.0,0,False,False,42,lsm,True,False,2
3,9997,1,2,0,1601,2382,3983,27987,22.3,0.0,0,False,False,42,lsm,True,False,2
4,9997,1,2,0,1487,2235,3722,28877,21.8,0.0,0,False,False,42,lsm,True,False,2
5,9997,1,2,0,1381,2072,3453,29373,21.6,0.0,0,False,False,42,lsm,True,False,2
6,9997,0,3,0,1294,1931,3225,28587,19.5,0.2,0,False,False,42,lsm,True,False,2
7,9997,0,3,0,1201,1790,2991,12463,20.1,1.7,0,True,False,42,lsm,True,False,2
8,9997,0,1,2,1116,1648,2764,16848,21.8,0.3,0,True,False,42,lsm,True,False,2
9,9996,1,1,2,1028,1532,2560,18427,21.7,0.0,0,True,False,42,lsm,True,False,2
10,9994,3,1,2,978,1398,2376,18983,21.0,0.0,0,True,False,42,lsm,True,False,2
11,9994,3,1,2,907,1294,2201,19380,19.8,7.2,3,True,False,42,lsm,True,False,2
12,9994,3,1,2,834,1191,2025,21771,21.2,8.0,7,True,False,42,lsm,True,False,2
13,9993,3,2,2,778,1099,1877,23508,20.1,5.1,9,True,False,42,lsm,True,False,2
14,9993,1,3,3,718,1003,1721,10170,20.6,3.5,9,True,False,42,lsm,True,False,2
15,9993,1,3,3,664,942,1606,13572,21.0,1.7,9,True,False,42,lsm,True,False,2
16,9993,1,3,3,615,869,1484,16466,20.8,3.8,9,True,False,42,lsm,True,False,2
17,9993,0,4,3,583,809,1392,19029,21.9,0.5,9,True,False,42,lsm,True,False,2
18,9993,0,4,3,549,740,1289,19043,21.3,0.3,9,True,False,42,lsm,True,False,2
19,9992,1,4,3,530,674,1204,18509,21.9,0.1,6,True,False,42,lsm,True,False,2
20,9992,1,4,3,495,635,1130,15085,24.0,0.0,2,True,False,42,lsm,True,False,2
21,9992,1,3,4,498,596,1094,5400,23.1,0.3,0,True,False,42,lsm,True,False,2
22,9992,1,1,6,486,557,1043,6263,21.4,1.6,0,True,False,42,lsm,True,False,2
23,9992,0,2,6,472,528,1000,7221,22.8,0.0,0,True,False,42,lsm,True,False,2
24,9992,0,2,6,437,489,926,7172,21.2,3.8,0,True,False,42,lsm,True,False,2
25,9992,0,1,7,415,460,875,7385,22.3,0.0,0,True,False,42,lsm,True,False,2
26,9992,0,1,7,406,500,906,9249,22.4,52.3,26,True,False,42,lsm,True,False,2
27,9992,0,1,7,377,457,834,11030,22.4,0.0,26,True,False,42,lsm,True,False,2
28,9992,0,1,7,363,436,799,5293,21.3,24.9,38,True,False,42,lsm,True,False,2
29,9992,0,1,7,348,400,748,7047,21.2,0.0,38,True,False,42,lsm,True,False,2
30,9992,0,1,7,333,371,704,8182,19.9,8.1,42,True,False,42,lsm,True,False,2
31,9992,0,0,8,314,345,659,8988,21.1,0.0,42,True,False,42,lsm,True,False,2
32,9992,0,0,8,299,324,623,9415,21.1,0.4,42,True,False,42,lsm,True,False,2
33,9992,0,0,8,281,310,591,9835,23.0,0.0,42,True,False,42,lsm,True,False,2
34,9992,0,0,8,273,284,557,10272,22.4,0.0,16,True,False,42,lsm,True,False,2
35,9992,0,0,8,264,261,525,4196,21.6,9.9,20,True,False,42,lsm,True,False,2
36,9992,0,0,8,249,239,488,4875,21.2,0.8,8,True,False,42,lsm,True,False,2
