,Susceptibles,Expuestos,Infectados,Recuperados,Mosquitos_S,Mosquitos_I,Mosquitos_Total,Huevos,Temperatura,Precipitacion,Sitios_Temporales,LSM_Activo,ITN_IRS_Activo,seed,estrategia,usar_lsm,usar_itn_irs,run_id
0,9998,0,2,0,2000,3000,5000,2000,25.0,0.0,0,False,False,456,sin_control,False,False,9
1,9997,1,2,0,1852,2751,4603,16040,21.5,2.3,0,False,False,456,sin_control,False,False,9
2,9997,1,2,0,1712,2543,4255,24666,22.3,0.0,0,False,False,456,sin_control,False,False,9
3,9997,1,2,0,1599,2358,3957,28448,22.3,0.0,0,False,False,456,sin_control,False,False,9
4,9996,2,2,0,1475,2187,3662,29178,21.8,0.0,0,False,False,456,sin_control,False,False,9
5,9996,1,3,0,1371,2029,3400,30058,21.6,0.0,0,False,False,456,sin_control,False,False,9
6,9996,1,3,0,1263,1861,3124,28720,19.5,0.2,0,False,False,456,sin_control,False,False,9
7,9996,1,3,0,1162,1721,2883,27557,20.1,1.7,0,False,False,456,sin_control,False,False,9
8,9995,1,2,2,1071,1588,2659,24812,21.8,0.3,0,False,False,456,sin_control,False,False,9
9,9994,2,2,2,978,1455,2433,23612,21.7,0.0,0,False,False,456,sin_control,False,False,9
10,9994,2,2,2,892,1350,2242,22022,21.0,0.0,0,False,False,456,sin_control,False,False,9
11,9994,2,2,2,835,1259,2094,21171,19.8,7.2,3,False,False,456,sin_control,False,False,9
12,9994,1,3,2,766,1166,1932,22659,21.2,8.0,7,False,False,456,sin_control,False,False,9
13,9993,1,3,3,711,1067,1778,23169,20.1,5.1,9,False,False,456,sin_control,False,False,9
14,9993,1,3,3,656,979,1635,23081,20.6,3.5,9,False,False,456,sin_control,False,False,9
15,9993,1,3,3,620,909,1529,24609,21.0,1.7,9,False,False,456,sin_control,False,False,9
16,9993,1,2,4,613,848,1461,25536,20.8,3.8,9,False,False,456,sin_control,False,False,9
17,9993,0,3,4,620,788,1408,26286,21.9,0.5,9,False,False,456,sin_control,False,False,9
18,9993,0,3,4,657,759,1416,24738,21.3,0.3,9,False,False,456,sin_control,False,False,9
19,9993,0,3,4,690,729,1419,23832,21.9,0.1,6,False,False,456,sin_control,False,False,9
20,9993,0,2,5,720,698,1418,19269,24.0,0.0,2,False,False,456,sin_control,False,False,9
21,9993,0,1,6,836,692,1528,17174,23.1,0.3,0,False,False,456,sin_control,False,False,9
22,9992,1,1,6,865,666,1531,15890,21.4,1.6,0,False,False,456,sin_control,False,False,9
23,9992,1,1,6,912,628,1540,15117,22.8,0.0,0,False,False,456,sin_control,False,False,9
24,9992,1,1,6,927,602,1529,14282,21.2,3.8,0,False,False,456,sin_control,False,False,9
25,9992,1,0,7,941,571,1512,13952,22.3,0.0,0,False,False,456,sin_control,False,False,9
26,9992,0,1,7,931,631,1562,17026,22.4,52.3,26,False,False,456,sin_control,False,False,9
27,9992,0,1,7,907,602,1509,19175,22.4,0.0,26,False,False,456,sin_control,False,False,9
28,9992,0,1,7,880,573,1453,21337,21.3,24.9,38,False,False,456,sin_control,False,False,9
29,9992,0,1,7,884,550,1434,22508,21.2,0.0,38,False,False,456,sin_control,False,False,9
30,9992,0,1,7,892,517,1409,23539,19.9,8.1,42,False,False,456,sin_control,False,False,9
31,9993,0,1,6,887,477,1364,24948,21.1,0.0,42,False,False,456,sin_control,False,False,9
32,9993,0,1,6,876,452,1328,24961,21.1,0.4,42,False,False,456,sin_control,False,False,9
33,9993,0,1,6,858,421,1279,25301,23.0,0.0,42,False,False,456,sin_control,False,False,9
34,9993,0,0,7,872,409,1281,25505,22.4,0.0,16,False,False,456,sin_control,False,False,9
35,9993,0,0,7,958,412,1370,24130,21.6,9.9,20,False,False,456,sin_control,False,False,9
36,9993,0,0,7,1072,413,1485,23420,21.2,0.8,8,False,False,456,sin_control,False,False,9
37,9993,0,0,7,1232,515,1747,25242,20.1,50.0,33,False,False,456,sin_control,False,False,9
38,9993,0,0,7,1424,522,1946,27808,19.9,7.5,32,False,False,456,sin_control,False,False,9
39,9993,0,0,7,1318,480,1798,30283,19.6,21.2,42,False,False,456,sin_control,False,False,9
40,9993,0,0,7,1575,499,2074,31736,21.3,0.0,42,False,False,456,sin_control,False,False,9
41,9993,0,0,7,1790,550,2340,34141,21.0,2.4,42,False,False,456,sin_control,False,False,9
42,9992,1,0,7,1980,545,2525,36778,22.8,0.0,42,False,False,456,sin_control,False,False,9
43,9991,2,0,7,2542,613,3155,41192,22.9,0.0,38,False,False,456,sin_control,False,False,9
44,9991,2,0,7,2737,619,3356,44685,20.7,5.5,40,False,False,456,sin_control,False,False,9
45,9991,2,0,7,2919,617,3536,48936,21.7,2.0,15,False,False,456,sin_control,False,False,9
46,9991,1,1,7,3021,608,3629,49926,21.2,1.0,12,False,False,456,sin_control,False,False,9
47,9991,0,2,7,3111,600,3711,49978,23.2,0.0,2,False,False,456,sin_control,False,False,9
48,9991,0,2,7,3168,583,3751,50860,22.7,7.2,5,False,False,456,sin_control,False,False,9
49,9991,0,2,7,3254,570,3824,51409,21.7,2.0,5,False,False,456,sin_control,False,False,9
50,9991,0,2,7,3331,561,3892,56519,20.6,10.9,10,False,False,456,sin_control,False,False,9
51,9991,0,2,7,3434,594,4028,56433,20.8,1.2,10,False,False,456,sin_control,False,False,9
52,9991,0,2,7,3593,591,4184,56772,22.5,0.0,8,False,False,456,sin_control,False,False,9
53,9991,0,2,7,3736,603,4339,62262,22.8,5.8,10,False,False,456,sin_control,False,False,9
54,9991,0,1,8,3821,583,4404,66824,21.4,16.4,18,False,False,456,sin_control,False,False,9
55,9990,1,0,9,3970,565,4535,71019,21.5,7.8,21,False,False,456,sin_control,False,False,9
56,9990,1,0,9,4151,574,4725,75030,22.8,0.0,18,False,False,456,sin_control,False,False,9
57,9990,1,0,9,4443,660,5103,79436,20.5,49.0,42,False,False,456,sin_control,False,False,9
